id,class_id,student_id,name,email,created_at,updated_at
49aff0c8-3df0-418b-9484-818993fe5d5d,f1d2b172-f72d-4c43-81af-58c6916c0c93,D23DCCN1001,Dương Tuấn Hùng,d23dccn1001@stu.ptit.edu.vn,2025-11-21 10:44:21.439,2025-11-21 10:44:21.439
4a1f85be-d4bb-43b9-8983-e18a52f612b7,f1d2b172-f72d-4c43-81af-58c6916c0c93,D23DCCN1003,Hồ Anh Việt,d23dccn1003@stu.ptit.edu.vn,2025-11-21 10:44:21.761,2025-11-21 10:44:21.761
4a3a621b-760c-477e-8cb0-3b5c267a454b,cf87cdc6-697e-453f-8f32-9c701c52ebdc,D23DCCN1052,Dương Thị An,d23dccn1052@stu.ptit.edu.vn,2025-11-21 10:44:27.098,2025-11-21 10:44:27.098
4bddfc0d-ee90-413b-8844-15af44dc6cb4,cf87cdc6-697e-453f-8f32-9c701c52ebdc,D23DCCN1043,Hồ Kim Dũng,d23dccn1043@stu.ptit.edu.vn,2025-11-21 10:44:26.118,2025-11-21 10:44:26.118
4dd7f19f-9bcd-417b-9901-fa9ff82a4dbf,f1d2b172-f72d-4c43-81af-58c6916c0c93,D23DCCN1034,Nguyễn Văn Khánh,d23dccn1034@stu.ptit.edu.vn,2025-11-21 10:44:25.095,2025-11-21 10:44:25.095
4e214e00-a691-4de9-8706-d49123e86d24,f1d2b172-f72d-4c43-81af-58c6916c0c93,D23DCCN1005,Võ Quốc Uyên,d23dccn1005@stu.ptit.edu.vn,2025-11-21 10:44:21.977,2025-11-21 10:44:21.977
50adf097-c134-4c1d-ad59-48dde7a405fb,f1d2b172-f72d-4c43-81af-58c6916c0c93,D23DCCN1006,Đặng Thanh Việt,d23dccn1006@stu.ptit.edu.vn,2025-11-21 10:44:22.086,2025-11-21 10:44:22.086
529dc698-f5e2-46e8-95fc-2076e797b0ac,ebacacc9-f463-4fc9-8538-2f6a02bd6a10,D23DCCN1081,Bùi Đức Đạt,d23dccn1081@stu.ptit.edu.vn,2025-11-21 10:44:30.261,2025-11-21 10:44:30.261
537627cb-00a1-477e-aa02-44367fcdff4a,cf87cdc6-697e-453f-8f32-9c701c52ebdc,D23DCCN1073,Phạm Thị Sơn,d23dccn1073@stu.ptit.edu.vn,2025-11-21 10:44:29.352,2025-11-21 10:44:29.352
54fcc4c8-707e-41cd-9cd4-15d09d57a007,f1d2b172-f72d-4c43-81af-58c6916c0c93,D23DCCN1038,Phạm Anh Uyên,d23dccn1038@stu.ptit.edu.vn,2025-11-21 10:44:25.523,2025-11-21 10:44:25.523
56076ac1-e857-4501-a9a5-50d04e91b78d,cf87cdc6-697e-453f-8f32-9c701c52ebdc,D23DCCN1044,Lê Thị Dũng,d23dccn1044@stu.ptit.edu.vn,2025-11-21 10:44:26.225,2025-11-21 10:44:26.225
5b8b8b17-867d-4c84-9b76-db0e50b1a71f,f1d2b172-f72d-4c43-81af-58c6916c0c93,D23DCCN1027,Phan Thanh Hà,d23dccn1027@stu.ptit.edu.vn,2025-11-21 10:44:24.347,2025-11-21 10:44:24.347
5bfad68c-39fd-45d4-879f-2b89553bd316,f1d2b172-f72d-4c43-81af-58c6916c0c93,D23DCCN1029,Dương Hữu Hùng,d23dccn1029@stu.ptit.edu.vn,2025-11-21 10:44:24.56,2025-11-21 10:44:24.56
5e39747a-b84e-4f74-8e16-e556cd4e8df2,cf87cdc6-697e-453f-8f32-9c701c52ebdc,D23DCCN1049,Hồ Hồng Mai,d23dccn1049@stu.ptit.edu.vn,2025-11-21 10:44:26.773,2025-11-21 10:44:26.773
5f1d3981-04bf-4230-a341-56eb69c2fd2c,f1d2b172-f72d-4c43-81af-58c6916c0c93,D23DCCN1033,Đặng Phương An,d23dccn1033@stu.ptit.edu.vn,2025-11-21 10:44:24.989,2025-11-21 10:44:24.989
5f232031-4bc2-42d0-bb29-32c6c7ed968d,ebacacc9-f463-4fc9-8538-2f6a02bd6a10,D23DCCN1112,Phạm Thị Khánh,d23dccn1112@stu.ptit.edu.vn,2025-11-21 10:44:33.541,2025-11-21 10:44:33.541
5f4bee45-664b-4c27-b719-3f1f268f8087,f1d2b172-f72d-4c43-81af-58c6916c0c93,D23DCCN1020,Dương Minh Đạt,d23dccn1020@stu.ptit.edu.vn,2025-11-21 10:44:23.594,2025-11-21 10:44:23.594
5fcc1a11-a0dd-4e56-bb19-bc928d701d6b,f1d2b172-f72d-4c43-81af-58c6916c0c93,D23DCCN1028,Võ Anh Hùng,d23dccn1028@stu.ptit.edu.vn,2025-11-21 10:44:24.453,2025-11-21 10:44:24.453
618826b2-d4f1-4155-b001-93962f8aecc3,cf87cdc6-697e-453f-8f32-9c701c52ebdc,D23DCCN1057,Phạm Văn Việt,d23dccn1057@stu.ptit.edu.vn,2025-11-21 10:44:27.634,2025-11-21 10:44:27.634
6325cd21-1efd-4968-ad29-b10cfca3fcad,f1d2b172-f72d-4c43-81af-58c6916c0c93,D23DCCN1023,Bùi Thanh Dũng,d23dccn1023@stu.ptit.edu.vn,2025-11-21 10:44:23.918,2025-11-21 10:44:23.918
640641d1-f888-45a7-ada3-d34aebf13060,cf87cdc6-697e-453f-8f32-9c701c52ebdc,D23DCCN1070,Nguyễn Phương Nam,d23dccn1070@stu.ptit.edu.vn,2025-11-21 10:44:29.03,2025-11-21 10:44:29.03
68cd6a50-f4bc-41d4-85c9-0bbcf2a0b4d5,ebacacc9-f463-4fc9-8538-2f6a02bd6a10,D23DCCN1109,Bùi Văn Yến,d23dccn1109@stu.ptit.edu.vn,2025-11-21 10:44:33.221,2025-11-21 10:44:33.221
6ae9dabd-8d04-4ffd-9ed8-e8d8aa2755b1,ebacacc9-f463-4fc9-8538-2f6a02bd6a10,D23DCCN1116,Đặng Quốc Tú,d23dccn1116@stu.ptit.edu.vn,2025-11-21 10:44:33.969,2025-11-21 10:44:33.969
6ff93b09-ea21-4f3c-944a-626e576156a2,cf87cdc6-697e-453f-8f32-9c701c52ebdc,D23DCCN1051,Hồ Hữu Hà,d23dccn1051@stu.ptit.edu.vn,2025-11-21 10:44:26.99,2025-11-21 10:44:26.99
70324335-f20a-4a59-a22b-5f1928b7a71b,cf87cdc6-697e-453f-8f32-9c701c52ebdc,D23DCCN1068,Đặng Hữu Hà,d23dccn1068@stu.ptit.edu.vn,2025-11-21 10:44:28.816,2025-11-21 10:44:28.816
707ffa69-713d-4640-aedd-e3b4fe4218c3,cf87cdc6-697e-453f-8f32-9c701c52ebdc,D23DCCN1047,Trần Phương Xuân,d23dccn1047@stu.ptit.edu.vn,2025-11-21 10:44:26.554,2025-11-21 10:44:26.554
70cab469-d67d-4800-99f8-10fe450b8ef7,ebacacc9-f463-4fc9-8538-2f6a02bd6a10,D23DCCN1083,Phạm Anh Mai,d23dccn1083@stu.ptit.edu.vn,2025-11-21 10:44:30.476,2025-11-21 10:44:30.476
72ba07c8-b772-4d4f-b220-6480293c3a1b,cf87cdc6-697e-453f-8f32-9c701c52ebdc,D23DCCN1075,Phạm Hữu Sơn,d23dccn1075@stu.ptit.edu.vn,2025-11-21 10:44:29.564,2025-11-21 10:44:29.564
72eec322-6a19-4051-882d-860e73694d28,f1d2b172-f72d-4c43-81af-58c6916c0c93,D23DCCN1016,Ngô Phương Sơn,d23dccn1016@stu.ptit.edu.vn,2025-11-21 10:44:23.156,2025-11-21 10:44:23.156
76bdfad5-75e6-49fc-b769-1b5ee862d24f,cf87cdc6-697e-453f-8f32-9c701c52ebdc,D23DCCN1077,Đặng Quốc Việt,d23dccn1077@stu.ptit.edu.vn,2025-11-21 10:44:29.778,2025-11-21 10:44:29.778
7b9c5a90-5743-483d-8c53-1ec6b1dcf83a,ebacacc9-f463-4fc9-8538-2f6a02bd6a10,D23DCCN1095,Bùi Văn Xuân,d23dccn1095@stu.ptit.edu.vn,2025-11-21 10:44:31.744,2025-11-21 10:44:31.744
7babb7c4-a3a6-4d56-844f-3e05714d6bdf,cf87cdc6-697e-453f-8f32-9c701c52ebdc,D23DCCN1067,Hoàng Hữu Phong,d23dccn1067@stu.ptit.edu.vn,2025-11-21 10:44:28.706,2025-11-21 10:44:28.706
7c571307-5c47-4ed9-9d68-5f1f6a7394da,f1d2b172-f72d-4c43-81af-58c6916c0c93,D23DCCN1018,Ngô Thị Đạt,d23dccn1018@stu.ptit.edu.vn,2025-11-21 10:44:23.369,2025-11-21 10:44:23.369
811faf7f-e54d-4b19-81cf-679ddb4bd3e5,ebacacc9-f463-4fc9-8538-2f6a02bd6a10,D23DCCN1087,Hồ Văn Xuân,d23dccn1087@stu.ptit.edu.vn,2025-11-21 10:44:30.898,2025-11-21 10:44:30.898
82b66320-cd7f-4412-a3b7-fe32dec3c087,cf87cdc6-697e-453f-8f32-9c701c52ebdc,D23DCCN1069,Hồ Anh Phong,d23dccn1069@stu.ptit.edu.vn,2025-11-21 10:44:28.924,2025-11-21 10:44:28.924
84f18994-697e-408a-a585-9f199e1e20ea,ebacacc9-f463-4fc9-8538-2f6a02bd6a10,D23DCCN1093,Trần Minh Hà,d23dccn1093@stu.ptit.edu.vn,2025-11-21 10:44:31.534,2025-11-21 10:44:31.534
89db3031-aaea-47c4-b194-7ba64c7712ea,ebacacc9-f463-4fc9-8538-2f6a02bd6a10,D23DCCN1104,Đặng Phương Mai,d23dccn1104@stu.ptit.edu.vn,2025-11-21 10:44:32.694,2025-11-21 10:44:32.694
8c0917c3-f6eb-4e4a-a32f-87668dcfde1e,ebacacc9-f463-4fc9-8538-2f6a02bd6a10,D23DCCN1103,Vũ Anh Xuân,d23dccn1103@stu.ptit.edu.vn,2025-11-21 10:44:32.59,2025-11-21 10:44:32.59
8c64e683-6566-43c3-808b-2ec398a51a23,ebacacc9-f463-4fc9-8538-2f6a02bd6a10,D23DCCN1107,Ngô Tuấn Hà,d23dccn1107@stu.ptit.edu.vn,2025-11-21 10:44:33.007,2025-11-21 10:44:33.007
8c9ab1b7-4ef7-4199-b553-92225524da05,cf87cdc6-697e-453f-8f32-9c701c52ebdc,D23DCCN1055,Ngô Minh Quân,d23dccn1055@stu.ptit.edu.vn,2025-11-21 10:44:27.42,2025-11-21 10:44:27.42
90cfde5a-8886-490a-a29d-40a622d40adf,f1d2b172-f72d-4c43-81af-58c6916c0c93,D23DCCN1037,Trần Quốc Mai,d23dccn1037@stu.ptit.edu.vn,2025-11-21 10:44:25.416,2025-11-21 10:44:25.416
958831b6-95c6-4525-b4a3-29b9a3207b76,cf87cdc6-697e-453f-8f32-9c701c52ebdc,D23DCCN1062,Phạm Minh Hùng,d23dccn1062@stu.ptit.edu.vn,2025-11-21 10:44:28.171,2025-11-21 10:44:28.171
9846780a-a9fb-43c8-98c1-4b8debcd22a2,ebacacc9-f463-4fc9-8538-2f6a02bd6a10,D23DCCN1110,Đỗ Văn Uyên,d23dccn1110@stu.ptit.edu.vn,2025-11-21 10:44:33.328,2025-11-21 10:44:33.328
9846f0a8-cb81-4d43-8ecf-a2de54704a73,cf87cdc6-697e-453f-8f32-9c701c52ebdc,D23DCCN1059,Đặng Đức Xuân,d23dccn1059@stu.ptit.edu.vn,2025-11-21 10:44:27.847,2025-11-21 10:44:27.847
99441887-4786-4726-a9eb-424c66aa78bb,f1d2b172-f72d-4c43-81af-58c6916c0c93,D23DCCN0001,nguyen ván a,durr@gmail.com,2025-11-24 17:32:10.993,2025-11-24 17:32:10.993
9a174796-db60-4173-ae6e-0e9344a21f77,cf87cdc6-697e-453f-8f32-9c701c52ebdc,D23DCCN1079,Nguyễn Thị Xuân,d23dccn1079@stu.ptit.edu.vn,2025-11-21 10:44:29.992,2025-11-21 10:44:29.992
9b808ee7-6628-4bcf-8f38-2fc6467dcca2,f1d2b172-f72d-4c43-81af-58c6916c0c93,D23DCCN1031,Võ Thị Phong,d23dccn1031@stu.ptit.edu.vn,2025-11-21 10:44:24.774,2025-11-21 10:44:24.774
9cc3a540-de12-44c9-9419-f5adf8d1e7ad,ebacacc9-f463-4fc9-8538-2f6a02bd6a10,D23DCCN1106,Nguyễn Hồng Khánh,d23dccn1106@stu.ptit.edu.vn,2025-11-21 10:44:32.903,2025-11-21 10:44:32.903
9e4fa61a-bf01-4576-9eec-d8aa9b50c4fd,ebacacc9-f463-4fc9-8538-2f6a02bd6a10,D23DCCN1094,Dương Hồng Mai,d23dccn1094@stu.ptit.edu.vn,2025-11-21 10:44:31.64,2025-11-21 10:44:31.64
9f78df18-3b93-4681-ba23-927e587f8a55,f1d2b172-f72d-4c43-81af-58c6916c0c93,D23DCCN1014,Đỗ Kim Hùng,d23dccn1014@stu.ptit.edu.vn,2025-11-21 10:44:22.943,2025-11-21 10:44:22.943
a06cd961-776a-4ddb-9493-40ce6cf8f64e,ebacacc9-f463-4fc9-8538-2f6a02bd6a10,D23DCCN1120,Hồ Tuấn Bình,d23dccn1120@stu.ptit.edu.vn,2025-11-21 10:44:34.401,2025-11-21 10:44:34.401
a286185d-33fb-4a12-adbe-0e9d9d25cf37,cf87cdc6-697e-453f-8f32-9c701c52ebdc,D23DCCN1080,Hoàng Đức Uyên,d23dccn1080@stu.ptit.edu.vn,2025-11-21 10:44:30.099,2025-11-21 10:44:30.099
a4bde834-708c-4772-87dc-21f190003b9e,cf87cdc6-697e-453f-8f32-9c701c52ebdc,D23DCCN1071,Phan Phương Nam,d23dccn1071@stu.ptit.edu.vn,2025-11-21 10:44:29.138,2025-11-21 10:44:29.138
a766d949-af36-4b58-b5d6-a0802cb0da3c,ebacacc9-f463-4fc9-8538-2f6a02bd6a10,D23DCCN1100,Huỳnh Minh Tâm,d23dccn1100@stu.ptit.edu.vn,2025-11-21 10:44:32.274,2025-11-21 10:44:32.274
aad3b5db-36b6-40f9-9216-e2aefd0dd7ab,f1d2b172-f72d-4c43-81af-58c6916c0c93,D23DCCN1002,Đặng Đức Xuân,d23dccn1002@stu.ptit.edu.vn,2025-11-21 10:44:21.651,2025-11-21 10:44:21.651
aad73e94-bb96-42da-aa82-bdb69dadaa04,f1d2b172-f72d-4c43-81af-58c6916c0c93,D23DCCN1022,Phạm Đức Đạt,d23dccn1022@stu.ptit.edu.vn,2025-11-21 10:44:23.811,2025-11-21 10:44:23.811
b16866de-a484-4e8c-9218-5199c887c657,ebacacc9-f463-4fc9-8538-2f6a02bd6a10,D23DCCN1118,Ngô Anh An,d23dccn1118@stu.ptit.edu.vn,2025-11-21 10:44:34.183,2025-11-21 10:44:34.183
b415cfd6-fc50-4385-bbfc-d118ed2c3fad,f1d2b172-f72d-4c43-81af-58c6916c0c93,D23DCCN1010,Trần Kim Tú,d23dccn1010@stu.ptit.edu.vn,2025-11-21 10:44:22.516,2025-11-21 10:44:22.516
b41aea26-caf3-42eb-bd04-63d702eca056,ebacacc9-f463-4fc9-8538-2f6a02bd6a10,D23DCCN1101,Hoàng Minh An,d23dccn1101@stu.ptit.edu.vn,2025-11-21 10:44:32.378,2025-11-21 10:44:32.378
b4e486f4-e7c3-47fb-bc8f-161a0e91269d,f1d2b172-f72d-4c43-81af-58c6916c0c93,D23DCCN1015,Vũ Thanh Quân,d23dccn1015@stu.ptit.edu.vn,2025-11-21 10:44:23.049,2025-11-21 10:44:23.049
b580a0f5-2181-4b9e-93d6-1c2d48e2ecc1,cf87cdc6-697e-453f-8f32-9c701c52ebdc,D23DCCN1078,Đỗ Minh Bình,d23dccn1078@stu.ptit.edu.vn,2025-11-21 10:44:29.885,2025-11-21 10:44:29.885
b825524a-6c1f-4026-9ac4-3234ae7b0dc1,cf87cdc6-697e-453f-8f32-9c701c52ebdc,D23DCCN1048,Lê Kim Nam,d23dccn1048@stu.ptit.edu.vn,2025-11-21 10:44:26.663,2025-11-21 10:44:26.663
b8c47a41-78a9-4fe8-8398-8f8221e67b63,ebacacc9-f463-4fc9-8538-2f6a02bd6a10,D23DCCN1089,Hồ Hồng Hùng,d23dccn1089@stu.ptit.edu.vn,2025-11-21 10:44:31.107,2025-11-21 10:44:31.107
ba21dc41-21bf-4630-86fb-d882ba6dbb42,ebacacc9-f463-4fc9-8538-2f6a02bd6a10,D23DCCN1119,Trần Tuấn Nam,d23dccn1119@stu.ptit.edu.vn,2025-11-21 10:44:34.29,2025-11-21 10:44:34.29
baaebf8a-7739-4399-aacd-cec90ab2f942,cf87cdc6-697e-453f-8f32-9c701c52ebdc,D23DCCN1050,Võ Phương Nam,d23dccn1050@stu.ptit.edu.vn,2025-11-21 10:44:26.882,2025-11-21 10:44:26.882
bdb749ce-fcf5-4a40-a303-866c63b06604,f1d2b172-f72d-4c43-81af-58c6916c0c93,D23DCCN1017,Ngô Thanh Tâm,d23dccn1017@stu.ptit.edu.vn,2025-11-21 10:44:23.263,2025-11-21 10:44:23.263
be14c2ef-9dcc-4d11-bd14-aa34d8a0ce23,cf87cdc6-697e-453f-8f32-9c701c52ebdc,D23DCCN1074,Phan Hữu Mai,d23dccn1074@stu.ptit.edu.vn,2025-11-21 10:44:29.458,2025-11-21 10:44:29.458
be3839a9-1969-4f31-ae3b-64ac6bcea5b3,cf87cdc6-697e-453f-8f32-9c701c52ebdc,D23DCCN1058,Hồ Hồng Hà,d23dccn1058@stu.ptit.edu.vn,2025-11-21 10:44:27.74,2025-11-21 10:44:27.74
be47ff67-b909-49c3-9d8b-a1738692c6b2,ebacacc9-f463-4fc9-8538-2f6a02bd6a10,D23DCCN1105,Dương Minh Mai,d23dccn1105@stu.ptit.edu.vn,2025-11-21 10:44:32.799,2025-11-21 10:44:32.799
c3781e35-2be5-43da-847b-bc02565ea135,ebacacc9-f463-4fc9-8538-2f6a02bd6a10,D23DCCN1113,Nguyễn Hữu Đạt,d23dccn1113@stu.ptit.edu.vn,2025-11-21 10:44:33.648,2025-11-21 10:44:33.648
c53aa3f0-e034-44e7-b961-2763e89fbf7b,ebacacc9-f463-4fc9-8538-2f6a02bd6a10,D23DCCN1102,Vũ Thị Uyên,d23dccn1102@stu.ptit.edu.vn,2025-11-21 10:44:32.485,2025-11-21 10:44:32.485
c5e8faf8-25f1-4a16-962d-9906aaf344ed,f1d2b172-f72d-4c43-81af-58c6916c0c93,D23DCCN1025,Huỳnh Thị Phong,d23dccn1025@stu.ptit.edu.vn,2025-11-21 10:44:24.132,2025-11-21 10:44:24.132
c6510b60-fbcf-4775-9bce-3a1f516eb9f9,ebacacc9-f463-4fc9-8538-2f6a02bd6a10,D23DCCN1111,Ngô Tuấn Quân,d23dccn1111@stu.ptit.edu.vn,2025-11-21 10:44:33.435,2025-11-21 10:44:33.435
c724359f-ef1c-4617-938e-4bff59397673,f1d2b172-f72d-4c43-81af-58c6916c0c93,D23DCCN1008,Đỗ Thanh Hà,d23dccn1008@stu.ptit.edu.vn,2025-11-21 10:44:22.302,2025-11-21 10:44:22.302
c80cadbd-bc77-4dcb-b011-9c04dc9423b0,ebacacc9-f463-4fc9-8538-2f6a02bd6a10,D23DCCN1088,Dương Thị Tâm,d23dccn1088@stu.ptit.edu.vn,2025-11-21 10:44:31.002,2025-11-21 10:44:31.002
cfb85d3b-5492-4ff7-9ea7-9bca44a4fbd1,ebacacc9-f463-4fc9-8538-2f6a02bd6a10,D23DCCN1108,Đỗ Thị Sơn,d23dccn1108@stu.ptit.edu.vn,2025-11-21 10:44:33.114,2025-11-21 10:44:33.114
d0a0889f-62cc-49f0-a1d4-d538bae4c74e,cf87cdc6-697e-453f-8f32-9c701c52ebdc,D23DCCN1072,Bùi Anh Quân,d23dccn1072@stu.ptit.edu.vn,2025-11-21 10:44:29.246,2025-11-21 10:44:29.246
d27d319d-f976-4215-aa4c-1a87907305af,f1d2b172-f72d-4c43-81af-58c6916c0c93,D23DCCN1036,Đỗ Kim Tú,d23dccn1036@stu.ptit.edu.vn,2025-11-21 10:44:25.308,2025-11-21 10:44:25.308
d7b56342-e5c6-42ae-85e5-42bc853b66ee,ebacacc9-f463-4fc9-8538-2f6a02bd6a10,D23DCCN1086,Hồ Thanh Việt,d23dccn1086@stu.ptit.edu.vn,2025-11-21 10:44:30.794,2025-11-21 10:44:30.794
d7d3d927-0da5-412f-84df-88d93662b3b2,cf87cdc6-697e-453f-8f32-9c701c52ebdc,D23DCCN1066,Võ Hữu Quân,d23dccn1066@stu.ptit.edu.vn,2025-11-21 10:44:28.599,2025-11-21 10:44:28.599
